Node,GrainSize,phi1,Phi,phi2,x,y
1,14,3.7354,0.64404,2.00779,0.786575625582761,0.636052868840975
2,15,5.41647,0.24658,0.92084,0.783484620057611,148.963598719363
3,99,1.3631,0.393429999999999,4.62593,1.07546431701636,93.5091335185174
4,46,2.3913,0.90543,4.00354,1.2358038160427,73.8826613706061
5,38,1.97878,0.843350000000001,3.85142,1.6717715986889,46.8229448467447
6,40,0.363019999999999,0.18508,5.71652,1.43341598234383,144.363800230466
7,69,1.36034,0.797620000000002,5.43598,1.36046535865043,111.660718643707
8,57,2.04561,0.615219999999999,3.66663,1.89642443096341,151.740834784503
9,6,3.39367,0.64878,3.62767,4.69755125888241,129.514503858934
10,44,4.3695,0.43663,2.45394,2.77492406079928,108.883418122302
11,117,1.3564,0.79741,5.44471,3.2774001302568,125.441038380348
12,146,0.465859999999999,0.196840000000001,5.92959,2.51854214503807,3.51203112993353
13,322,2.9944,0.283010000000001,3.28184,3.46879741242898,117.532001242984
14,243,3.38156,0.652660000000001,3.63319,2.94517798922315,137.845269456151
15,96,5.40851,0.25606,0.77003,4.3191809647676,10.559146030114
16,135,5.16486,0.451089999999998,1.3648,3.6093222785852,131.653543791289
17,244,1.35704,0.796060000000001,5.43849,3.43479929521587,104.326260928031
18,213,5.6827,0.203989999999999,6.23746,5.92780967496741,147.210386595103
19,62,2.77698,0.620449999999999,3.4556,8.82122744530089,110.09077418814
20,170,2.98752,0.639499999999998,3.49244,7.6082837391368,101.384266649113
21,54,1.66157,0.579139999999999,3.89289,11.036484597665,106.572376427653
22,375,5.69842,0.217419999999999,6.17318000000001,7.93976734968209,94.4476327199793
23,89,5.39774,0.24294,0.937280000000001,7.88528582969296,151.892789487418
24,797,4.5013,0.703479999999999,2.48108,6.41092914657322,11.2851848079936
25,6,2.24363,0.96891,3.95029,14.6716037082333,3.88067569557744
26,589,0.501889999999995,0.195250000000003,5.89345,7.27387189206339,23.0077651974913
27,38,4.0012,0.72732,1.58384,11.5391681250702,69.6743705091907
28,547,1.11267,0.563120000000002,5.85525,9.89944379402896,124.047673517311
29,56,1.97122,0.84769,3.86501,12.9154857955847,33.9306714804381
30,96,1.9134,0.667810000000001,4.40512,12.4188798950886,148.330100499644
31,44,5.8333,0.673000000000001,0.31124,14.6663756320602,151.039509081601
32,34,4.19853,0.8102,1.71079,15.6111457179986,1.536327905395
33,225,4.49771,0.704830000000003,2.4854,8.28497849287405,28.0773644283321
34,143,2.83192,0.517859999999999,4.14881,11.7743276843897,88.0267197392782
35,434,1.77537,0.354339999999997,4.11603,11.8075127794403,141.579621817863
36,50,1.78195,0.35164,4.10972,17.0686328095114,137.164363400206
37,245,5.54226,0.513220000000001,0.357620000000003,15.87187938227,128.633401305804
38,119,5.68557,0.560210000000001,0.77727,16.3665524858251,139.608048659884
39,87,1.28165,0.51009,4.2957,18.9485069727937,151.569518373615
40,55,1.60543,0.541190000000001,5.33219,17.994924024451,50.2097569478773
41,13,4.45628,0.26356,1.84048,20.8754178598379,144.933561533386
42,95,2.77949,0.438660000000001,3.86695,19.3517824909537,1.71878576442165
43,78,2.5403,0.10707,3.77909,20.1276803209747,135.337230733972
44,56,1.60084,0.53864,5.33417,19.1818895093611,37.592210501407
45,94,0.59095,0.801300000000001,5.0466,21.4905042550792,139.416402041372
46,397,4.50033,0.703370000000004,2.48331,16.90968846797,45.2261787116678
47,140,2.3924,0.90147,4.00066,18.5216818875886,72.889700121872
48,777,2.16479,1.00557999999999,3.81671,18.2032158799044,98.3847596700621
49,2463,0.502749999999985,0.196630000000014,5.89219000000002,9.89565023182898,46.0368350036509
50,119,2.67899,0.34058,3.25357,23.0012650903701,45.38456237072
51,71,5.62399,0.589249999999999,1.34355,24.9489565982124,151.54375558873
52,198,6.21584,0.691339999999996,6.27004,26.1230747136505,6.98347115792213
53,37,2.67125,0.33945,3.25926,31.7370624268149,27.8392384427239
54,927,3.94855000000001,0.346810000000006,2.62656999999999,20.2717427588429,115.716136150643
55,33,2.77707,0.49361,4.19952,31.4804017421662,126.378767903314
56,358,4.20396,0.817049999999997,1.70335,27.5844953874241,3.74375724842191
57,1241,4.49863000000003,0.703740000000008,2.48316999999999,27.4648495039781,37.1941808347848
58,108,5.76933,0.653790000000001,0.67898,33.7813426694412,49.1732938921786
59,7,4.48653,0.1469,1.15576,36.0764310992667,97.1990798121597
60,278,3.47178,0.745359999999996,2.5521,30.4626465900537,133.045219923107
61,1140,5.18121000000001,0.906829999999999,0.902449999999989,29.4751314406649,102.733608499337
62,168,2.47993,0.23865,4.27065,30.5729060993683,148.590644046702
63,213,3.43933,0.12307,2.60981,35.9405133986034,34.0016293058201
64,73,1.71024,0.5744,5.20265,38.7468041559188,30.727339777641
65,50,1.40422,0.698580000000001,5.16231,38.5901808928892,95.8253023873623
66,38,2.6736,0.60449,4.11665,39.5563461790295,15.4979522747394
67,164,3.36415,0.666629999999997,3.27078,37.4579721786442,48.8868144984448
68,479,2.44945,0.236780000000003,4.3037,31.5563475980089,140.758662015964
69,320,0.195279999999998,0.6794,5.55732,28.9507900979356,146.337056342198
70,1415,5.40322000000001,0.25474999999999,0.774829999999994,28.0128990996612,17.068935982366
71,13,5.93552,0.34546,0.133620000000001,40.6378160579768,27.0697509408938
72,7,4.36778,0.78139,2.20447,41.3210651220453,27.8102998344039
73,3095,5.73694999999999,0.334440000000005,0.618010000000012,18.8860254684787,78.9768688511217
74,98,2.62944,0.735570000000002,3.34648,39.3114885871593,39.691955666506
75,52,5.93893,0.34504,0.13148,42.0918202815484,29.5526107772616
76,1087,0.724179999999988,0.505289999999994,5.21047000000002,32.03170600987,128.060925272129
77,146,2.74994,0.494940000000001,4.22033,42.4295388881108,142.014625449091
78,6,2.56776,0.62574,3.98961,45.2056211909932,28.1052877607528
79,28,2.99822,0.56335,2.70249,43.6430385864431,146.730646820339
80,155,4.90791,0.27098,1.06483,43.6681501379851,36.1344693429899
81,61,0.00562999999999958,0.757589999999999,0.59915,46.5791287288177,143.131026324482
82,6,2.98832,0.56647,2.71086,47.3287966146035,152.742530125749
83,5,3.82831,0.0887,2.46448,49.4746735791747,140.922849662006
84,853,3.47087000000001,0.751649999999987,2.55299999999999,42.8017745209726,124.96742796494
85,519,5.52473000000001,0.767700000000006,1.36117,44.2436534853269,54.2577473245243
86,124,2.55702,0.638489999999999,3.99874,48.1086285959821,35.8489089152199
87,267,4.98386,0.658479999999999,0.803800000000001,40.9449785293489,63.9133284226621
88,408,4.50018,0.14959,1.13891,46.7243952205867,93.24767072313
89,106,3.3717,0.670660000000001,3.26164,51.1058354209958,57.9279897820984
90,25,5.52386,0.76845,1.36656,53.3781009358857,58.4691675869412
91,598,0.718480000000008,0.504360000000005,5.21677,49.0967401533584,119.912094932659
92,1022,2.77111,0.443890000000013,3.87644,42.6923269907162,6.37445003719686
93,80,1.40771,0.69402,5.1611,53.2545472966653,92.3371372555736
