Node,GrainSize,phi1,Phi,phi2,x,y
1,5,1.52877,0.22968,4.15348,0.0389180692825738,51.835129259248
2,16,5.44693,0.66862,0.45119,0.17619998505055,120.285962001404
3,9,0.84738,0.47393,6.14748,1.12087859620594,120.530930869279
4,21,2.18612,0.71417,4.84123,0.828089288994326,19.6850597558801
5,32,2.81101,0.88243,3.90783,0.893147319293553,54.1095422760456
6,22,5.41186,0.23134,0.3397,2.01216642519884,72.6974291489564
7,35,5.88797,0.34359,0.84159,1.81305908834748,34.0818510865621
8,6,5.04415,0.33861,0.631450000000001,2.71659477659449,56.0997119744121
9,56,3.89952,0.93946,2.27446,1.57652095415798,57.63775308006
10,31,5.04449,0.3308,0.62712,1.20565047667548,60.7577414343799
11,70,3.89853,0.937529999999998,2.27234,1.01910242831067,68.5092726647743
12,32,3.84784,0.62428,2.37594,1.22986218718915,140.749563700734
13,77,4.35175,0.545100000000001,2.42115,1.14666221781891,107.942523153979
14,54,1.76589,0.17313,4.06475,3.26883416597237,11.0152237456948
15,190,0.657989999999997,0.977150000000003,5.58195,2.0785036439803,36.8549672594801
16,82,5.42267,0.23732,0.332079999999999,5.11617553411843,102.384453210333
17,216,3.90077,0.932799999999997,2.26949,3.34281559955257,45.7091671717971
18,114,5.04484,0.33794,0.626740000000002,3.78581135094557,51.4441595943591
19,32,3.82814,0.7893,3.04424,6.55726032930996,35.7780524471991
20,224,4.11579,0.26496,2.07647,3.42716196712664,16.8901470155866
21,348,4.09504,0.264490000000001,2.09808,4.66887708149361,28.4866664882316
22,287,2.67745,0.562580000000005,3.68005,3.90310811399188,3.53571679451982
23,1128,6.11312999999999,0.298340000000008,5.82376999999999,5.55806597513378,153.492828023463
24,29,1.83381,0.71909,4.73537,10.8583529255675,35.0497243580383
25,25,3.82186,0.78961,3.05508,12.4429850274872,33.6156102985172
26,25,5.89557,0.34732,0.83009,14.3964166110787,24.1088471266672
27,47,1.83168,0.72168,4.73975,13.3592860962694,31.0286020004
28,342,0.655250000000008,0.979419999999999,5.58300999999999,9.99949280505255,24.351466284664
29,532,5.60301000000002,0.68668,1.42588,9.00889203899152,65.0486970233142
30,66,3.22897,0.31054,2.98183,13.7280052957323,84.1623431626983
31,136,4.18151,0.667340000000002,1.68071,9.92034256153259,59.533152911636
32,553,5.31608,0.404349999999997,0.80135,11.6403141556783,42.5107583794424
33,258,0.949640000000002,0.465210000000002,5.18744,7.83776349758088,130.961413379133
34,5,6.11468,0.29908,5.82206,19.500000000002,164.749349954847
35,33,2.68515,0.55196,3.67161,17.5258388450408,17.2685013196014
36,116,4.19099,0.661840000000002,1.66868,13.7465718738765,49.5782797204215
37,427,5.60141,0.688820000000008,1.42658,11.9761798334223,54.5919227443764
38,158,3.24681,0.306389999999999,2.96321,12.945322084032,77.2165403307115
39,97,3.44937,0.74387,3.33202,18.0104570151349,59.7687426923063
40,57,4.11693,0.37455,2.66005,17.3617786259007,139.946022475227
41,47,3.04266,0.72246,3.92373,20.3218311266711,21.6344660627481
