Node,GrainSize,phi1,Phi,phi2,x,y
1,9,6.13958,0.79093,0.38387,0.0940400754883333,1.15443911326027
2,35,3.45231,0.6565,2.58531,0.537409183543453,16.45289593299
3,33,5.98885,0.18741,0.0994100000000007,0.5731677488365,74.5025587416951
4,88,4.93667,0.68152,0.687730000000001,0.496936414418491,8.09619105923586
5,51,5.38613,0.678029999999999,0.60009,1.2620470585316,19.8145194909863
6,184,2.0668,0.823409999999999,4.12785,2.65056731092467,3.53614907115261
7,23,0.32227,0.48579,5.66259,4.35277559055174,13.4282223845354
8,68,5.78908,0.75479,0.18683,5.04315906953143,51.3922956763001
9,322,4.22604999999999,0.789950000000002,2.42930000000001,3.2718331730446,78.3633106371382
10,158,0.41329,0.39439,6.27518,7.14367437105225,92.4682001303806
11,268,5.98209,0.186719999999999,0.10466,4.58884424315689,82.9908656918772
12,478,4.22418,0.795069999999995,2.42937,4.20318214962463,89.6182255053641
13,431,3.6856,0.75118000000001,2.24609,5.44381060910321,11.7704486948043
14,27,1.91684,0.88115,3.89198,10.4019787945005,78.6008325007114
15,35,3.06223,0.40227,3.40244,10.4756438078664,57.2597463356828
16,610,4.22374,0.800659999999995,2.43169999999999,4.52138386852278,56.7462254425153
17,882,1.23478999999999,0.44481,5.38613000000001,5.17095072935135,68.2951885584227
18,46,0.4207,0.88639,5.48765,10.5573240630255,81.798937303549
19,102,1.24392,0.44233,5.37712,10.2447664514344,60.9614205778112
20,323,3.28572,0.756339999999999,2.28955,8.36864387588214,4.45266040817096
21,43,3.56202,0.683690000000001,2.41357,11.7238142407113,57.0954599831317
22,160,3.6673,0.367929999999999,2.16391,11.5037010745998,73.7995154235317
23,46,3.10561,0.659289999999999,3.42747,11.8503970963625,83.4009788401003
24,48,0.51898,0.549860000000001,5.4344,12.9649437564522,56.566519198401
25,85,2.5144,0.93257,3.79236,13.2955688948197,69.6233454606354
26,96,1.48878,0.530050000000001,4.21013,12.5368837095134,85.5880751040101
27,31,5.38638,0.77207,1.27053,14.3054181945683,56.7205913237237
28,108,3.22756,0.272920000000001,3.63086,13.2043681483993,77.7561586098607
29,46,2.53,0.939539999999999,3.79075,14.3888737988546,63.0613237083106
30,147,3.70704650829116,0.371226457692262,2.12466850767195,14.5105393591884,65.9550853244122
31,33,4.42373,0.10499,1.53088,15.0934215407758,7.92863629856886
32,388,5.03904000000001,0.731089999999997,0.567699999999999,12.3211832943842,92.2239832531879
33,21,3.21596,0.2687,3.64451,17.3716221519885,59.9159640198339
34,195,2.51673,0.938880000000001,3.79402,17.5983680577145,64.3457251352745
35,298,3.377,0.657110000000003,2.33292,18.0790689895965,55.4103030137676
36,168,4.38464,0.701580000000004,2.37639,18.8853671805935,84.6239991530199
37,35,4.9761,0.35357,0.84852,20.3056140211825,82.0715723148855
38,2791,1.33425000000002,0.232069999999997,5.36321999999997,8.71928623051098,38.1034855704288
39,27,0.31196,0.23419,5.51915,22.5461615855861,57.0668597322811
40,21,3.06348,0.61996,3.7243,22.2726832138375,58.6359248379517
41,117,1.91353,0.882820000000001,3.89696,20.8979197788958,61.46277203729
42,450,1.27678999999999,0.529759999999998,5.47723,19.0776309382359,90.8269220939452
43,31,0.32857,0.23284,5.50169,23.0040404855931,59.880480676531
44,609,3.89541000000001,0.645619999999998,2.20437999999999,18.6314926256211,45.4736517661656
45,233,1.33994,0.227490000000001,5.35856,22.8380932343859,45.8015595963133
46,37,4.6075,0.49035,1.26655,24.4108034889418,92.2080368960266
47,91,4.71347,0.621650000000002,1.04488,24.6934215999698,48.4087719791579
48,347,1.91307,0.880550000000004,3.8997,19.4779085305091,79.1539491814941
49,845,0.810059999999997,0.900100000000021,5.56695,22.0873865995398,70.6491811283559
50,447,2.42742000000001,0.796399999999998,4.13375999999999,19.6370052227134,30.0335785934071
51,92,2.63023,0.32122,3.16991,28.3900133490787,90.6905576419545
52,204,0.1912,0.574,0.19077,28.7869944047448,83.3066941383122
53,559,2.14100000000001,0.077389999999999,3.4807,21.4181629309906,1.49696617239733
54,107,6.00731,0.47148,0.464180000000001,31.4749732981111,6.56715832482589
55,2663,2.43923000000001,0.794989999999946,4.12233999999998,21.3419399235353,13.3887611278904
56,1284,0.927439999999997,0.380199999999995,6.11917,18.2418051093712,24.3583584570379
57,100,2.52697,0.59808,4.39071,31.634091519538,30.6591663198184
58,481,0.84611,0.560020000000007,4.96867,29.6974613901538,37.2652854260709
59,355,2.54073,0.607750000000003,4.37457000000001,29.9148674563173,45.1288888478939
60,254,0.833490000000002,0.556259999999997,4.9852,31.7891824228514,53.5376076188375
61,769,3.24795,0.77488,2.73806,27.9487319086997,58.029424350279
62,1014,2.49352999999998,0.791549999999993,4.36847000000001,28.9723215244251,78.5311885674065
63,369,0.19194,0.573409999999994,0.18796,29.6210386535022,92.8338016131448
