Node,GrainSize,phi1,Phi,phi2,x,y
1,13,0.77403,0.61829,5.14534,0.168723125225568,103.682905568426
2,9,5.61941,0.81307,1.04891,0.382075888225734,97.8799957898376
3,8,5.70042,0.82107,0.54368,0.804691998732283,100.176336405506
4,74,4.19285,0.42793,1.3649,0.938892090246547,93.2004621395867
5,30,5.96512,0.64212,6.14993,0.871847101255158,158.398129377391
6,50,3.90814,0.763769999999999,1.91338,1.40560000524747,107.768112637332
7,5,0.5831,0.61707,5.08097,3.1117820941801,-0.0684363162566729
8,169,3.29609,0.433629999999998,2.21318,1.61314613330317,65.619858206006
9,97,4.00369,0.865229999999999,2.44703,2.37231299357205,58.2216901303332
10,127,4.50004,0.674080000000002,1.74591,2.28729991670446,162.73265878193
11,176,1.08576,0.37676,5.32223,3.13100923978828,19.7700391558721
12,125,1.09098,0.375259999999999,5.32006,2.66438348763416,53.5107044783592
13,52,4.29812,0.78219,2.65223,3.781648080685,98.473994146409
14,68,5.96069,0.64864,6.14067,3.74358939174326,166.559480034214
15,274,0.574440000000003,0.620269999999996,5.08647,3.18923943767646,10.6532584494699
16,32,4.00334,0.866270000000001,2.43743,5.89994995661868,16.5020852559069
17,96,4.00504,0.86368,2.44496,3.39873682940298,49.9559743892459
18,172,1.24772,0.80194,5.71885,3.78629090614101,154.891781175394
19,158,2.26712,0.53191,4.49113,3.27764382460542,3.43889460275253
20,448,2.37115,0.646139999999992,3.68567,3.46202522239386,87.3200634640562
21,482,4.87295,0.467389999999994,1.99538,2.97812469315769,119.114066411695
22,8,5.50522,0.73276,1.46383,8.43730102957576,156.520368909939
23,34,4.62371,0.60804,1.83415,7.03055873798519,111.735810258989
24,24,2.69518,0.38712,3.08768,8.7106612750064,30.5762509755682
25,387,5.6702,0.721940000000007,6.24236999999999,4.18146845113972,30.0875635513586
26,68,2.37393,0.64092,3.68309,8.36982607883433,83.3850771059993
27,75,4.86781,0.464129999999999,2.00295,5.36158741005817,130.51804482201
28,337,3.67307,0.276509999999999,2.55129,4.79612563584009,149.573218069202
29,611,1.09056,0.372800000000002,5.31784,5.41670187394573,42.6708001424126
30,139,4.18869,0.429070000000001,1.36757,10.185201747967,61.9046264348924
31,36,6.27352,0.55942,0.0351400000000002,14.6631977654105,89.6264831278292
32,751,0.593810000000003,0.54133,5.75077,7.91822637823646,127.982583818402
33,533,5.02538,0.529670000000002,1.47813,12.156181486303,27.5150404880779
34,63,5.62224,0.813140000000001,1.04452,17.5669735658406,48.5093847523993
35,414,0.487040000000008,0.179559999999998,5.69198999999999,11.86756830655,161.770701208769
36,195,3.44793,0.68949,3.50757,14.189707270119,21.0748827774854
37,475,4.86583,0.465520000000001,2.00205999999999,14.6525041720786,129.590501538168
38,216,4.20396,0.42591,1.34991,15.9913691257042,51.2031080497074
39,981,5.50831,0.734179999999985,1.46958,13.4098249927686,145.667442828707
40,1861,4.19340000000001,0.429839999999994,1.36156000000001,13.158660567204,81.9837052702664
41,33,2.39843,0.8724,4.31017,24.6608092189611,48.2451982396016
42,7,2.03678,0.26927,3.84054,24.809451523787,94.1990213834187
43,656,6.24985,0.587759999999989,6.04316,12.2122363476756,112.205116614708
44,934,1.75177,0.518779999999999,5.05968,16.4380750425911,105.54953536409
45,443,0.594639999999992,0.540540000000007,5.74954000000001,20.8413854388398,131.354676780498
46,9,5.26611,0.27536,0.59542,26.2012095175783,158.864327974275
47,10,6.23326,0.21657,5.86403,27.0543529426804,115.680148198174
48,310,4.26189000000001,0.689060000000004,2.52514,22.2656155974179,163.667640804718
49,47,6.19531,0.1058,0.30218,26.7497275324229,98.5564258064925
50,25,3.49589,0.17517,2.32109,28.2025418192496,2.54945830131774
51,352,5.01329,0.531559999999998,1.49032,20.8019277559125,19.0505890921067
52,1294,5.62074,0.81444000000001,1.04718,16.7563353212118,61.5384482764948
53,43,0.6042,0.535809999999999,5.73933,27.9376358369992,132.542274838435
54,264,0.167490000000001,0.784849999999999,5.90947,20.3623403934168,28.7405305613303
55,69,0.814409999999999,0.463530000000001,4.88302,28.9150244561351,30.4935593270596
56,269,1.40264,0.0595300000000005,4.64313,26.7561391920024,54.1098954625671
57,342,4.86786,0.46475,2.00077,26.7912346117401,127.593417859208
58,116,5.02953,0.525179999999998,1.475,20.8054977949969,30.5283635237218
59,44,3.95753,0.84725,2.48499,30.4724980553546,161.384012909669
60,77,2.0514,0.263219999999999,3.82556,30.0076452527774,90.4391766634356
61,1661,5.19091,0.809319999999975,1.35222999999999,19.3549282438532,8.61571900377338
62,226,0.171539999999999,0.782679999999999,5.90567,21.7228972427538,31.6526214492877
63,141,2.67765,0.572259999999999,3.83626,30.5156289587123,117.79976821309
64,186,5.62562,0.815249999999998,1.04309,30.9606585214573,50.34515847845
65,118,5.38525,0.635000000000003,0.492929999999999,30.7426827241575,165.734166525254
66,7,5.30428,0.82985,1.08739,35.8582939891179,48.4006429862238
67,119,6.27029,0.491450000000001,0.6165,36.0943627552724,115.051783946664
68,27,5.18958,0.80248,1.35895,39.2348976860454,19.2765095313983
69,914,3.89834000000001,0.761750000000016,1.92066999999998,29.8738921074874,104.86790495182
70,1124,5.47517999999998,0.581270000000012,1.02856000000002,29.5247541361146,86.742990738842
71,787,3.49793999999999,0.185040000000002,2.3177,36.8679117699219,10.7247926252288
72,433,0.169369999999998,0.7832,5.90471,34.2897836231633,30.0392855954917
73,293,6.24839,0.595309999999995,6.04407,40.4931568884314,104.369354618436
74,87,5.59394,0.31832,0.05105,41.6577783066469,121.997334827402
75,13,4.76465435623553,0.693170051396689,1.5506885175586,44.7437405953061,142.140954633701
76,1145,3.43695,0.742990000000011,3.25276,33.1520310747338,152.526542226055
77,10,6.03567,0.70628,6.02529,45.7698514813563,98.677710525686
78,5,5.58074,0.3235,0.0669300000000002,46.7721630829814,122.771699681948
79,1538,1.83314000650617,0.421370000000007,4.04552,32.9263815698534,136.141634348597
80,1797,5.02795000000001,0.524519999999967,1.47709999999998,31.134498310967,36.4110172484369
81,5,5.58257,0.32719,0.0608599999999999,48.5530637592723,125.879260621517
82,1485,2.06389000000002,0.268009999999999,3.81414999999999,36.5817888385071,78.008939716416
83,44,2.67634,0.3858,3.10613,48.129779981119,27.8588545270799
84,262,0.171830000000002,0.783589999999997,5.90312,41.3875952784732,41.0985049285241
85,80,3.71019,0.38489,3.35359,47.5867314946392,100.380928157859
86,31,5.06942,0.41883,0.7781,49.7126189808144,36.9507916988884
87,252,2.90065,0.724980000000001,4.00621,43.7618794490453,117.987818096579
88,537,2.33788999999999,0.20682,4.16966,41.0404762336249,163.61840323431
89,82,5.02524,0.21687,1.30127,49.0561568075509,117.717329572199
90,133,0.41589675426511,0.503352150290055,5.48841084683897,51.1428246715907,30.3031327384162
91,446,6.20936,0.411270000000003,6.26013,47.6647025020634,109.614381656373
92,34,1.34263,0.46402,5.48434,52.4062835029281,36.4722126542351
93,132,1.10113,0.72611,5.59168,50.0288391277149,124.483687180293
94,56,2.90717,0.7157,4.00244,52.0690484409239,117.23234771595
95,46,4.76847,0.70027,1.54696,52.9462144397649,137.529206792558
96,896,3.43013,0.750830000000017,3.25936,46.2924032406815,134.455510497973
97,129,5.37965,0.63247,0.491259999999999,50.0446258206173,163.245917216655
98,278,1.83176,0.422029999999998,4.04655,50.5611896023497,146.42440761192
99,49,4.08195,0.938889999999999,2.62734,55.1667110441381,120.189787179999
100,35,2.04945,0.3172,3.91843,57.2424707402952,111.611168628283
101,1544,5.18994000000001,0.806870000000001,1.35231999999999,49.3941528464639,11.8707706219344
102,11,5.52557,0.86763,1.2615,58.5500121054785,124.09725792233
103,133,4.37267,0.11285,1.71626,56.1373917863783,125.017455912179
104,133,3.50315,0.17963,2.31234,57.5127063573179,8.30479415523082
105,85,5.18976,0.803419999999998,1.35674,58.7306580857455,6.45837029826077
106,720,5.12590000000001,0.81789,0.729249999999986,51.977351291578,155.101739907235
107,646,0.268230000000004,0.686459999999999,5.48195999999999,51.2248100294741,55.2471820034632
108,110,5.38444,0.630750000000001,0.487280000000002,59.9152282558538,162.645858850923
109,79,3.38474,0.54866,2.36809,61.5054140467052,58.6770808557895
110,10,6.17717,0.32217,0.42675,62.2099479053692,121.076001409443
111,80,6.05389,0.684879999999999,0.547770000000001,57.8837795084001,135.49236490226
112,164,2.32411,0.21089,4.18112,55.919464628126,164.5125680487
113,154,3.48886,0.18811,2.32535,60.991669070394,5.60083875674705
114,121,2.59802265373726,0.880914450530065,4.07861443655516,60.9630011267924,122.104730175722
115,182,2.28874,0.278769999999999,4.47934,58.1881911830145,42.6900349150175
116,268,2.70587,0.674920000000003,3.71215,57.4605841101527,84.0274549950757
117,197,1.11571,0.707680000000003,4.74352,58.7218886635629,20.2915618266923
118,138,3.69561,0.384529999999998,3.36754,59.6843063069659,75.0767905495372
119,6,3.29736,0.16322,2.35372,64.5362063534682,123.508532939561
120,2847,5.53745000000001,0.616690000000009,0.983329999999995,48.2240939589758,72.1308807845298
121,418,2.29203,0.279810000000003,4.4773,52.0420351207232,49.6212451965054
122,203,5.62926,0.371320000000001,1.02019,61.7796580646691,19.9467457514245
123,627,0.267319999999993,0.68763000000001,5.48157,54.1905321866043,44.9255659123723
124,213,5.68099,0.698309999999999,0.899649999999999,65.4508194986622,3.33953719330475
125,278,1.11923,0.705850000000001,4.74,65.5317345482396,17.9694955779804
