EndNodes_1,EndNodes_2
1,4
1,6
2,5
2,13
2,55
3,9
3,17
4,6
4,13
5,38
5,55
5,56
6,13
6,20
6,53
7,13
7,55
8,16
8,38
9,11
9,14
9,17
10,12
10,32
11,12
11,14
11,18
12,18
12,23
12,26
12,32
13,20
13,55
14,17
14,18
14,22
14,28
15,16
15,21
15,38
16,17
16,19
16,21
16,30
16,38
17,22
17,25
17,30
18,23
18,28
19,21
19,30
20,53
20,55
21,24
21,29
21,30
21,38
21,44
22,25
22,28
23,26
23,28
23,48
24,27
24,29
24,30
24,34
24,44
25,28
25,30
26,32
26,36
26,42
26,48
27,34
27,35
27,44
28,30
28,48
28,49
29,30
30,34
30,49
31,53
31,55
32,42
33,34
33,35
33,41
34,35
34,41
34,49
35,39
35,40
35,41
35,44
35,45
35,61
36,37
36,42
36,48
36,62
37,48
37,62
38,44
38,50
38,56
39,40
39,61
40,41
40,43
40,61
41,43
41,49
41,61
42,46
42,62
42,63
43,61
44,45
44,50
44,58
45,47
45,58
45,59
45,61
46,51
46,62
46,63
47,59
47,61
48,49
48,62
49,61
49,62
50,56
50,57
50,58
51,52
51,62
51,63
52,62
53,54
53,55
54,55
55,56
56,57
57,58
58,59
59,60
59,61
60,61
61,62
62,63
