EndNodes_1,EndNodes_2
1,12
1,66
1,103
2,6
2,66
3,41
3,78
4,25
4,48
5,8
5,9
5,66
6,11
6,66
7,13
7,26
8,15
8,66
9,10
9,66
10,11
10,66
11,66
12,16
12,19
12,103
13,17
13,26
14,17
14,18
14,24
15,21
15,28
15,66
16,18
16,19
16,22
16,34
16,47
17,24
17,26
17,29
17,35
18,24
18,34
19,22
19,33
19,39
19,103
20,32
20,78
21,23
21,28
22,39
22,42
22,47
23,28
23,31
24,29
24,34
25,27
25,40
25,48
26,35
26,36
26,48
27,40
27,51
28,31
28,66
29,34
29,35
30,41
30,78
31,37
31,38
31,66
32,78
32,91
33,39
33,67
33,103
34,35
34,46
34,47
34,53
34,59
34,71
35,36
35,46
36,46
36,48
37,38
37,43
37,45
37,52
38,52
38,66
39,42
39,67
40,48
40,51
40,60
40,68
41,43
41,49
41,78
41,133
42,47
42,67
42,74
43,44
43,45
43,49
43,50
44,45
44,50
45,52
46,48
46,71
46,83
46,100
47,53
47,74
48,54
48,60
48,83
49,50
49,70
49,133
50,52
50,57
50,70
51,68
52,57
52,66
53,59
53,63
53,74
54,60
54,83
55,73
55,103
56,91
57,66
57,70
58,60
58,68
59,63
59,71
60,62
60,68
60,83
61,76
61,78
61,133
62,68
62,83
63,71
63,74
64,68
64,146
65,78
65,133
66,70
66,72
66,103
67,73
67,74
67,103
68,83
68,127
68,146
69,76
69,78
69,133
70,72
70,133
70,140
71,74
71,79
71,94
71,100
72,86
72,89
72,103
72,140
73,74
73,81
73,103
73,111
74,79
74,81
74,82
74,88
74,99
75,78
75,91
75,107
76,77
76,78
76,84
76,85
76,133
77,133
78,91
78,107
78,133
79,82
79,94
80,94
80,100
80,118
81,99
81,111
82,88
82,94
83,95
83,100
83,106
83,146
84,85
84,133
85,133
86,89
86,92
86,140
86,154
86,155
86,167
87,89
87,90
87,93
87,101
87,103
88,94
88,99
89,92
89,101
89,103
90,93
90,102
90,103
91,96
91,107
91,117
92,101
92,155
93,101
93,102
93,144
93,147
94,99
94,100
94,105
94,109
94,118
95,106
95,146
96,107
96,110
96,117
97,102
97,135
97,141
98,102
98,103
98,135
99,109
99,111
99,113
99,115
99,116
100,106
100,108
100,118
101,147
101,155
102,103
102,135
102,141
102,144
103,111
103,135
104,133
104,140
105,118
106,108
106,146
106,191
107,110
107,133
108,118
108,122
108,191
109,115
109,118
109,128
110,112
110,117
110,133
111,116
111,135
112,117
112,132
112,133
113,114
113,115
113,116
113,124
114,115
114,124
115,124
115,128
115,142
116,124
116,135
116,136
116,148
117,125
117,132
117,134
117,139
118,121
118,122
118,128
118,129
119,146
119,191
120,133
121,128
121,129
121,137
122,129
122,191
123,133
124,136
124,142
125,138
125,139
126,127
126,131
126,161
127,130
127,146
127,161
128,137
128,142
129,137
129,191
130,146
130,161
131,161
132,133
132,134
132,143
132,150
133,140
133,143
134,139
134,150
135,141
135,148
135,174
136,142
136,148
136,160
137,145
137,191
138,139
138,152
139,150
139,152
140,143
140,151
140,154
141,144
141,174
141,186
142,145
142,158
142,160
142,170
143,150
143,151
144,147
144,186
145,158
145,191
146,161
146,176
146,177
146,191
147,155
147,186
148,160
148,174
149,176
149,191
150,151
150,152
150,156
150,159
151,153
151,154
151,159
152,156
152,159
152,168
153,154
153,159
153,164
153,180
154,164
154,167
155,167
155,169
155,173
155,182
155,186
156,159
157,163
157,170
158,163
158,166
158,170
158,191
159,168
159,178
159,180
160,170
160,174
161,165
161,177
162,169
162,182
162,183
162,184
163,166
163,170
164,167
164,180
164,181
165,171
165,172
165,192
166,170
166,188
166,190
166,191
167,173
167,181
168,178
169,182
169,184
169,185
169,186
170,174
170,188
171,172
171,192
172,192
172,194
173,181
173,182
174,186
174,187
174,188
175,182
175,183
176,177
176,191
176,192
177,192
178,179
178,180
179,180
180,181
181,182
182,183
183,184
184,185
185,186
186,187
187,188
188,189
189,190
190,191
191,192
192,193
193,194
