EndNodes_1,EndNodes_2
1,7
1,63
2,9
2,13
2,36
2,40
3,5
3,38
4,28
4,33
4,83
5,11
5,38
6,83
7,16
7,63
8,15
8,27
8,48
9,24
9,36
10,11
10,13
10,40
11,13
11,23
11,26
11,35
11,38
11,40
12,16
13,40
14,18
14,22
15,20
15,27
15,48
16,54
16,63
16,83
17,83
18,19
18,22
18,57
19,57
20,48
20,57
21,46
22,28
22,29
22,57
23,26
23,38
24,36
25,36
25,66
26,35
26,37
26,38
27,31
27,34
27,48
27,105
28,29
28,33
28,43
28,45
29,41
29,43
29,57
30,36
30,66
31,34
31,47
31,94
31,105
32,57
33,42
33,83
34,46
34,94
35,37
35,40
36,40
36,66
37,38
37,40
37,44
38,44
38,53
39,48
39,57
40,44
40,66
41,43
41,50
41,57
41,89
42,45
42,55
42,83
43,45
43,50
44,53
44,66
45,50
45,55
46,51
46,94
47,94
47,105
48,57
48,95
48,105
49,52
49,55
49,68
49,78
49,83
50,55
50,89
51,94
52,68
52,78
53,58
53,63
53,66
54,63
54,83
55,78
55,83
55,89
56,94
56,105
57,89
57,95
57,108
57,111
57,131
58,60
58,63
58,66
59,63
59,73
59,77
60,62
60,63
60,66
61,95
61,105
62,63
62,65
62,66
62,70
62,87
63,65
63,71
63,73
63,77
63,81
63,83
63,85
63,86
63,90
64,67
64,94
65,70
65,73
65,75
66,87
67,69
67,94
68,78
68,79
68,83
69,72
69,94
70,75
70,87
71,83
71,90
72,74
72,94
73,75
73,76
73,77
74,94
74,105
75,76
75,87
75,122
76,77
76,122
77,81
77,122
78,79
78,89
79,83
79,89
79,99
80,83
80,97
81,85
81,122
82,87
83,88
83,90
83,91
83,92
83,93
83,97
83,98
83,99
83,107
84,131
85,86
85,122
86,90
86,122
87,101
87,122
88,91
88,107
88,112
89,99
89,111
90,91
90,122
90,123
91,112
91,123
92,93
92,107
93,97
93,107
93,129
94,105
95,100
95,105
95,131
96,115
96,129
97,98
97,106
97,129
98,99
98,106
99,106
99,111
100,105
100,131
100,132
101,118
101,120
101,121
101,122
102,131
103,131
104,105
104,117
104,132
105,117
105,132
106,111
106,129
107,112
107,115
107,129
108,111
108,130
108,131
109,115
109,129
110,111
110,113
110,129
110,130
111,129
111,130
112,115
112,123
112,125
112,126
113,129
113,130
114,130
114,131
115,126
115,127
115,129
116,131
116,132
117,132
118,121
118,122
119,120
120,121
121,122
122,123
123,125
124,125
125,126
126,127
127,129
128,129
129,130
130,131
131,132
