EndNodes_1,EndNodes_2
1,27
1,43
2,4
2,7
2,15
3,20
3,25
4,7
4,10
4,15
5,8
5,26
6,18
6,21
7,10
7,13
7,14
7,23
8,11
8,26
8,30
8,32
9,12
9,17
10,14
10,15
11,26
11,32
12,17
12,36
12,43
12,45
13,23
13,35
13,48
14,15
14,23
14,41
14,42
15,16
15,26
15,42
16,26
16,42
17,33
17,36
18,21
18,30
18,50
18,53
18,69
19,26
19,32
20,25
20,31
21,69
22,27
22,28
22,62
23,24
23,29
23,41
23,48
24,29
24,41
25,28
25,31
25,59
26,32
26,42
27,28
27,37
27,39
27,43
27,62
28,59
28,62
28,116
29,41
29,48
30,32
30,44
30,50
31,40
31,59
32,42
32,44
33,36
34,35
34,48
34,64
35,38
35,48
35,60
35,64
36,45
36,108
37,39
37,62
37,109
38,40
38,60
39,43
39,109
40,52
40,59
40,60
41,42
41,48
42,44
42,46
42,48
42,83
43,45
43,47
43,109
44,50
44,83
45,47
45,51
45,54
45,108
46,48
46,79
46,83
47,54
47,57
47,109
48,55
48,64
48,67
48,81
49,83
50,53
50,83
51,54
51,108
52,59
52,60
53,69
53,83
54,57
54,66
54,108
55,67
55,79
56,83
57,66
57,109
58,59
58,116
59,60
59,71
59,116
60,64
60,65
60,116
61,83
62,109
62,116
63,69
63,83
64,65
64,72
64,81
65,72
65,111
65,116
66,108
66,109
67,77
67,79
67,81
68,108
68,109
69,80
69,83
70,116
71,116
72,74
72,81
72,93
72,111
73,109
73,116
74,76
74,81
74,93
75,81
76,81
76,86
76,93
77,78
77,79
77,81
77,99
78,79
78,99
79,83
79,99
80,82
80,83
80,85
80,91
81,86
81,89
81,99
82,85
82,91
83,91
83,99
84,108
85,87
85,91
85,117
85,121
86,89
86,93
86,103
87,91
87,117
88,99
89,95
89,97
89,99
89,103
90,108
90,109
91,94
91,99
91,100
91,102
91,104
91,117
92,108
93,103
93,106
93,111
94,100
94,102
95,97
95,99
95,101
95,125
96,108
97,101
97,103
98,109
99,102
99,105
99,125
99,143
100,102
100,104
100,107
101,103
101,125
102,105
102,107
102,110
103,106
103,125
103,142
104,107
104,117
104,120
105,110
105,143
106,111
106,112
106,113
106,119
106,142
107,110
107,120
107,143
108,109
108,114
108,122
108,129
108,130
108,131
108,132
109,116
109,118
109,122
109,123
109,135
109,136
110,143
111,112
111,116
111,124
111,139
112,113
112,124
113,119
113,124
114,126
114,128
114,129
115,143
116,118
116,137
116,138
116,139
117,120
117,121
117,147
117,149
118,136
118,137
119,124
119,141
119,142
120,143
120,144
120,145
120,146
120,147
121,149
122,132
122,133
122,134
122,135
123,135
123,136
124,139
124,140
124,141
125,142
125,143
126,127
126,128
127,128
128,129
129,130
130,131
131,132
132,133
133,134
134,135
135,136
136,137
137,138
138,139
139,140
140,141
141,142
142,143
143,144
144,145
145,146
146,147
147,148
147,149
148,149
149,150
