EndNodes_1,EndNodes_2
1,3
1,8
1,47
2,5
2,10
2,20
2,135
3,13
3,47
4,6
4,8
4,11
4,41
5,20
5,135
6,8
6,41
7,17
7,46
8,41
8,47
9,14
9,22
9,25
9,34
10,20
10,29
10,46
11,41
11,80
11,135
12,18
12,24
12,28
12,33
13,19
13,38
13,40
13,47
14,19
14,22
15,16
15,32
16,32
16,35
16,39
17,24
17,46
18,21
18,24
18,28
19,22
19,40
20,29
20,135
21,24
21,28
21,145
22,25
22,40
22,71
23,32
23,35
24,46
24,145
25,34
25,71
26,32
26,34
27,33
28,33
28,145
29,37
29,46
29,68
29,135
30,46
31,46
31,145
32,34
32,35
32,48
33,43
33,59
33,60
33,145
34,48
34,71
35,36
35,39
35,48
36,39
36,48
36,55
37,68
37,135
38,40
38,47
38,56
38,62
38,63
38,64
39,44
39,55
40,50
40,64
40,71
41,42
41,47
41,51
41,80
42,47
42,51
42,65
43,45
43,60
43,61
43,131
43,145
44,55
44,88
45,61
45,67
45,131
46,68
46,83
46,145
47,49
47,52
47,53
47,56
47,65
48,55
48,58
48,71
49,52
49,54
49,65
50,57
50,71
51,65
51,74
51,80
52,53
52,54
52,92
53,56
53,92
54,65
54,92
55,58
55,88
56,62
56,92
57,64
57,71
57,72
57,82
58,71
58,88
58,93
59,60
59,66
60,61
60,66
60,86
60,91
61,67
61,86
62,63
62,92
63,64
63,89
63,92
64,72
64,89
65,74
65,92
66,90
66,91
67,86
67,131
68,73
68,76
68,99
68,135
68,145
69,135
70,135
71,82
71,85
71,93
72,75
72,82
72,89
73,76
73,100
73,135
74,77
74,80
74,92
75,78
75,82
75,89
76,84
76,99
76,100
77,80
77,87
77,92
78,81
78,89
78,109
79,85
79,93
79,97
79,98
80,87
80,135
80,136
81,82
81,101
81,109
82,85
82,101
83,145
84,99
84,100
85,93
85,97
85,101
86,91
86,95
86,131
87,92
87,94
87,114
87,136
87,147
88,93
88,102
89,92
89,109
89,115
89,125
90,91
90,133
91,95
91,123
91,133
92,94
92,108
92,125
93,98
93,102
93,117
93,126
94,108
94,114
95,123
95,131
96,135
96,136
97,98
97,101
97,103
97,107
98,103
98,113
98,126
99,100
99,104
99,105
99,145
100,104
100,135
101,106
101,107
101,109
101,110
102,116
102,117
103,107
103,112
103,113
104,105
104,135
105,135
105,141
105,145
106,109
106,110
106,118
107,110
107,111
107,112
108,114
108,125
109,115
109,118
110,111
110,118
110,154
111,112
111,119
111,120
111,154
112,113
112,120
113,120
113,126
114,121
114,125
114,132
114,147
115,118
115,122
115,125
115,144
116,117
116,151
116,176
117,126
117,176
118,122
118,154
119,120
119,150
119,154
120,126
120,150
121,129
121,132
121,147
121,160
122,144
122,154
123,131
123,133
123,159
124,127
124,146
124,152
125,132
125,139
125,144
126,150
126,176
127,141
127,146
127,152
128,135
128,164
129,130
129,132
129,160
130,132
130,134
130,155
130,160
131,145
131,159
132,139
132,149
132,155
132,213
133,159
134,140
134,155
134,160
135,136
135,141
135,153
135,157
135,164
136,147
136,157
137,138
137,143
137,146
138,143
138,145
138,146
139,144
139,213
139,214
140,142
140,155
140,160
141,145
141,146
141,148
141,152
141,153
141,161
142,155
142,160
143,145
143,146
143,158
144,154
144,214
144,215
144,216
144,217
145,146
145,158
145,159
146,152
146,158
147,157
147,160
148,153
148,161
148,163
149,155
149,213
150,154
150,169
150,176
150,186
150,189
151,162
151,176
152,158
152,161
152,170
153,163
153,164
154,169
154,178
154,193
154,217
155,160
155,213
156,164
157,160
157,164
157,167
157,181
158,159
158,170
158,203
159,171
159,203
160,168
160,181
160,188
160,213
161,163
161,165
161,166
161,170
162,176
162,190
162,226
163,164
163,166
163,198
164,167
164,198
165,166
165,170
165,174
165,177
166,172
166,177
166,198
167,180
167,181
167,198
167,206
168,188
169,178
169,179
169,189
170,174
170,203
170,204
171,199
171,201
171,202
171,203
172,177
172,198
173,193
173,217
174,177
174,182
174,195
174,204
175,181
175,188
175,208
176,186
176,190
177,195
177,198
178,179
178,193
179,183
179,189
179,193
179,221
180,181
180,191
180,206
181,188
181,191
181,208
182,187
182,195
182,204
182,205
183,189
183,194
183,221
184,213
185,193
185,217
185,218
185,219
185,220
186,189
186,190
186,192
186,196
187,195
187,205
188,208
188,209
188,210
188,213
189,192
189,194
189,222
190,196
190,226
191,206
191,207
191,208
192,196
192,222
192,223
193,217
193,220
193,221
194,221
194,222
195,198
195,205
196,223
196,224
196,225
196,226
197,217
197,218
198,205
198,206
199,200
199,201
199,227
200,201
200,227
201,202
201,227
202,203
202,227
203,204
203,227
204,205
204,227
205,206
205,227
206,207
206,227
207,208
207,227
208,209
208,227
209,210
209,227
210,211
210,213
210,227
211,213
211,227
212,213
212,227
213,214
213,227
214,215
214,227
215,216
215,227
216,217
216,227
217,218
217,227
218,219
218,227
219,220
219,227
220,221
220,227
221,222
221,227
222,223
222,227
223,224
223,227
224,225
224,227
225,226
225,227
226,227
226,228
227,228
