EndNodes_1,EndNodes_2
1,4
1,16
1,57
2,17
2,32
3,6
3,7
3,51
4,20
4,57
5,8
5,23
5,29
5,74
6,50
7,25
7,51
8,12
8,74
9,20
9,22
9,32
10,13
10,14
10,18
10,35
10,52
11,15
11,16
11,38
12,17
12,74
13,14
13,52
14,52
15,38
16,19
16,38
16,43
16,44
16,57
17,24
17,30
17,41
17,74
18,35
18,36
18,52
19,44
19,57
20,21
20,22
20,26
20,27
20,46
20,57
21,32
21,46
22,32
23,74
24,32
24,41
24,45
25,31
25,51
26,27
26,40
26,57
27,40
27,46
28,44
28,57
29,50
29,74
29,107
30,74
31,33
31,48
31,51
31,58
32,34
32,45
32,46
33,35
33,48
34,37
34,39
34,45
34,46
34,92
35,36
35,48
36,52
36,58
37,39
37,92
38,43
38,54
38,56
39,45
39,92
40,42
40,46
40,57
41,45
41,74
41,92
42,46
42,57
43,44
43,56
43,57
43,59
44,57
45,49
45,92
46,57
46,92
47,107
48,58
49,92
50,51
50,53
50,55
50,107
51,55
51,58
52,58
52,64
52,76
53,55
53,107
54,56
55,58
55,107
55,108
56,59
57,59
57,65
57,92
58,64
58,108
59,65
60,67
60,92
60,102
61,106
61,107
62,68
62,74
62,92
62,94
63,74
64,76
64,108
65,66
65,92
65,110
66,92
66,102
66,110
67,102
68,92
69,107
70,71
70,92
71,84
71,92
71,102
72,74
72,88
72,89
72,91
73,92
74,75
74,88
74,89
74,90
74,92
74,94
74,107
75,107
76,79
76,83
76,108
77,84
77,92
78,90
78,107
79,83
79,87
79,116
80,83
80,85
80,108
81,92
82,108
82,154
83,85
83,87
83,93
83,108
84,86
84,92
84,102
85,93
85,99
85,108
86,92
86,102
86,105
87,93
87,116
88,91
88,94
88,95
88,96
89,90
89,91
89,101
90,101
90,107
91,96
91,98
91,101
92,94
92,102
92,105
92,129
93,99
93,103
93,112
93,116
94,95
94,129
95,96
95,129
96,98
96,129
97,110
97,115
97,120
98,101
98,129
99,103
99,108
99,154
99,157
100,102
100,105
101,107
101,121
101,129
102,104
102,105
102,110
102,119
102,124
103,112
103,157
104,105
104,119
104,140
105,129
105,140
105,146
105,148
106,107
106,114
107,108
107,113
107,114
107,121
107,135
108,111
108,122
108,135
108,154
109,115
109,118
109,120
110,115
110,123
110,124
110,125
110,138
111,122
111,141
111,154
112,116
112,133
112,157
113,114
113,121
114,134
114,135
115,117
115,118
115,120
115,128
115,131
115,137
115,138
116,133
117,128
117,138
118,120
118,131
119,124
119,140
120,131
120,136
120,142
121,129
121,134
121,149
122,130
122,135
122,141
123,125
123,138
123,145
124,125
124,140
125,145
126,148
127,154
127,155
127,156
127,157
128,137
128,138
129,148
129,149
130,132
130,135
130,141
131,136
131,137
132,135
132,139
132,141
133,157
133,158
134,135
134,149
134,150
135,139
135,150
135,151
136,142
136,143
137,138
137,143
137,144
138,144
138,145
139,141
139,151
139,152
140,145
140,146
141,152
141,153
141,154
142,143
143,144
144,145
145,146
146,147
146,148
147,148
148,149
149,150
150,151
151,152
152,153
153,154
154,155
154,157
155,156
156,157
157,158
