EndNodes_1,EndNodes_2
1,8
1,23
1,38
2,5
2,16
3,4
3,21
4,21
5,14
5,16
5,28
6,10
6,12
6,34
7,15
7,19
7,21
8,34
8,38
9,12
9,20
9,21
10,12
10,29
10,34
11,16
11,25
12,20
12,21
12,29
13,14
13,24
13,41
14,24
14,28
14,41
15,19
15,21
15,32
16,25
16,26
16,28
17,21
17,22
17,31
17,50
18,23
18,37
18,40
19,24
19,32
19,36
19,58
20,21
20,22
20,30
21,22
21,32
21,48
21,50
21,52
22,30
22,31
23,35
23,37
23,38
23,40
24,36
24,41
25,26
25,27
25,33
25,80
26,27
26,28
27,28
27,33
27,42
28,41
28,42
29,30
29,34
29,69
29,87
30,31
30,87
31,44
31,46
31,47
31,50
31,87
32,48
32,58
33,42
33,80
34,38
34,39
34,69
34,94
35,38
35,40
35,56
36,41
36,54
36,58
36,70
36,96
37,40
37,43
37,49
37,51
37,62
38,39
38,56
38,65
39,65
39,94
40,49
40,56
40,60
41,42
41,55
41,96
42,55
42,80
43,45
43,62
44,46
44,87
45,53
46,47
46,87
47,50
47,87
48,52
48,58
49,51
49,57
49,60
50,52
50,87
51,57
51,62
51,68
52,58
52,87
53,62
53,88
54,70
54,96
54,136
55,59
55,67
55,80
55,85
55,96
56,60
56,65
57,60
57,63
57,68
58,70
58,87
59,61
59,67
59,85
60,63
60,65
60,71
61,67
61,74
61,85
62,64
62,68
62,88
63,68
63,71
63,72
64,68
64,88
64,97
65,71
65,76
65,94
65,98
66,87
67,74
67,96
68,72
68,97
68,107
69,81
69,83
69,87
69,94
70,87
70,110
70,136
71,72
71,73
71,76
72,73
72,75
72,91
72,107
73,76
73,77
73,91
74,79
74,85
74,96
75,91
75,107
76,77
76,78
76,93
76,98
76,102
77,91
77,93
78,89
78,93
78,102
79,85
79,90
79,96
79,100
80,85
80,92
80,140
81,83
81,94
81,108
82,87
82,110
83,84
83,87
83,108
84,87
84,108
85,92
85,100
86,94
86,108
87,108
87,110
87,115
88,97
89,93
89,95
89,102
89,118
89,126
90,96
90,99
90,100
91,93
91,101
91,107
92,100
92,140
93,101
93,118
94,98
94,108
95,118
95,126
96,99
96,103
96,104
96,136
96,139
97,107
98,102
98,106
98,108
99,100
99,104
99,105
100,105
100,140
101,107
101,117
101,118
102,106
102,111
102,119
102,126
102,127
102,128
102,130
103,136
103,139
104,105
104,139
105,139
105,140
106,108
106,113
106,119
107,117
108,112
108,113
108,115
109,136
110,115
110,136
111,128
111,129
111,130
112,113
112,114
112,115
112,132
112,133
113,119
113,131
113,132
114,115
114,133
114,134
114,135
115,135
115,136
116,136
117,118
117,121
118,121
118,122
118,123
118,124
118,125
118,126
119,130
119,131
120,138
120,139
121,122
122,123
123,124
124,125
125,126
126,127
127,128
128,129
129,130
130,131
131,132
132,133
133,134
134,135
135,136
136,138
136,139
137,138
138,139
139,140
